P,mu_g,Tgran,seed,chi,chi_sd,ncon,nframe
50.0,0.3,0.005,1,0.026754814733743845,0.0013189275130367454,7424,9
50.0,0.3,0.005,2,0.027903334102509905,0.002138457664098357,7486,9
50.0,0.3,0.005,3,0.028093490526476726,0.001745911970295341,7458,9
50.0,0.3,0.005,4,0.02775604278582003,0.002143800699590487,7453,9
50.0,0.3,0.015,1,0.025412391158469227,0.001852051481923201,7555,9
50.0,0.3,0.015,2,0.02565979776108339,0.0013080705217603397,7587,9
50.0,0.3,0.015,3,0.026230676313503704,0.002285452413136646,7578,9
50.0,0.3,0.015,4,0.024997814872737282,0.0018912969432562474,7547,9
50.0,0.3,0.025,1,0.027435385502036225,0.0015916741062496711,7649,9
50.0,0.3,0.025,2,0.02670955500534583,0.0010566818058357485,7633,9
50.0,0.3,0.025,3,0.028724887123208087,0.0016854442971230032,7609,9
50.0,0.3,0.025,4,0.028283894130656382,0.0016109527151890674,7633,9
50.0,0.3,0.065,1,0.035467532084008775,0.0017179142846509522,7822,9
50.0,0.3,0.065,2,0.033947782999873895,0.0016591501907060678,7832,9
50.0,0.3,0.065,3,0.036118349926547604,0.0015540228909948404,7826,9
50.0,0.3,0.065,4,0.0344217406517766,0.002882079262329577,7831,9
50.0,0.3,0.15,1,0.04910686835800921,0.0022814871793760626,8037,9
50.0,0.3,0.15,2,0.0484750469743983,0.0025287582542159208,8042,9
50.0,0.3,0.15,3,0.04863666117616991,0.0033535979004027275,8051,9
50.0,0.3,0.15,4,0.04901936174183603,0.0030629661550154053,8012,9
50.0,0.3,0.3,1,0.06803794582657081,0.0023284011155751644,8159,9
50.0,0.3,0.3,2,0.06639645281310205,0.002173490987706252,8142,9
50.0,0.3,0.3,3,0.06741771180866006,0.0021864860477693064,8148,9
50.0,0.3,0.3,4,0.06611599769208092,0.0021946289484503344,8155,9
50.0,0.3,0.6,1,0.09384392992741454,0.00225276726795806,8185,9
50.0,0.3,0.6,2,0.09496826435737574,0.002713293760392532,8147,9
50.0,0.3,0.6,3,0.09767664487905672,0.002795309678250069,8169,9
50.0,0.3,0.6,4,0.09523099972849572,0.0027701056423539345,8173,9
50.0,0.3,1.25,1,0.13808384463032367,0.003770200299160271,7874,9
50.0,0.3,1.25,2,0.13630065357794063,0.003140616533778292,7839,9
50.0,0.3,1.25,3,0.13651675898608023,0.004245690470428287,7834,9
50.0,0.3,1.25,4,0.13751497088603704,0.0030918603923576677,7846,9
50.0,0.5,0.0075,1,0.018084139082108302,0.0014411287517123092,7003,9
50.0,0.5,0.0075,2,0.018496804338423673,0.002122421951289767,7023,9
50.0,0.5,0.0075,3,0.01750279879518149,0.001143730003558025,6963,9
50.0,0.5,0.0075,4,0.01838254687927981,0.001980959198734061,6987,9
50.0,0.5,0.005,1,0.019564968766516328,0.0017952750273496662,6975,9
50.0,0.5,0.005,2,0.019731641992495254,0.0013820873555326402,6994,9
50.0,0.5,0.005,3,0.018975049104958445,0.0018824421256739474,6967,9
50.0,0.5,0.005,4,0.019252588843151144,0.0015787531073477457,6979,9
50.0,0.5,0.015,1,0.01693849015894591,0.0021089296782700584,7082,9
50.0,0.5,0.015,2,0.01774687626002141,0.0019480203107289683,7085,9
50.0,0.5,0.015,3,0.017415596967746496,0.001641323337494606,7063,9
50.0,0.5,0.015,4,0.019999585072425323,0.0015044347459582624,7077,9
50.0,0.5,0.025,1,0.018923273257009945,0.001312596177694585,7168,9
50.0,0.5,0.025,2,0.019190069331235016,0.0015000217892798498,7133,9
50.0,0.5,0.025,3,0.01963742146580386,0.0013834912132735966,7089,9
50.0,0.5,0.025,4,0.01973590562644837,0.0014469124487418268,7165,9
50.0,0.5,0.065,1,0.02280033768953176,0.001125425037857687,7329,9
50.0,0.5,0.065,2,0.023850549265106658,0.0020104981149539946,7314,9
50.0,0.5,0.065,3,0.02438949727854343,0.0019209729303785123,7297,9
50.0,0.5,0.065,4,0.02412669538907303,0.0016828176333323695,7313,9
50.0,0.5,0.15,1,0.03153435019642405,0.0009063998850681055,7568,9
50.0,0.5,0.15,2,0.03138028846771993,0.002180051076762537,7558,9
50.0,0.5,0.15,3,0.03200011986115041,0.0016022526198980194,7545,9
50.0,0.5,0.15,4,0.029651211610847193,0.0021112831866196276,7566,9
50.0,0.5,0.3,1,0.042711015663123165,0.0014448885613199793,7762,9
50.0,0.5,0.3,2,0.04258153004541187,0.0022696092711515683,7749,9
50.0,0.5,0.3,3,0.04136574003324221,0.0027332683451680127,7793,9
50.0,0.5,0.3,4,0.04121252567836799,0.0022740823316273226,7762,9
50.0,0.5,0.6,1,0.057204340231136123,0.003018053090737173,7946,9
50.0,0.5,0.6,2,0.05512437809616782,0.002746360467875976,7925,9
50.0,0.5,0.6,3,0.05768049771358853,0.004418180784841928,7895,9
50.0,0.5,0.6,4,0.0567388138570745,0.0016933071996129657,7907,9
50.0,0.5,1.25,1,0.0818508470039024,0.002882049223746405,7805,9
50.0,0.5,1.25,2,0.08618549109578341,0.0020562260782873575,7825,9
50.0,0.5,1.25,3,0.08602665024017073,0.002873588211262208,7757,9
50.0,0.5,1.25,4,0.08641732682570055,0.002790463033882065,7781,9
