mu_g,Tgran,seed,mu,a_c,a_n,a_t,f_mean,cv_f,pr_f,ncon,chi,E
0.3,0.003,2,0.25890066543322304,0.15591015238144343,0.3153179155932719,0.04657325948331365,9.36046196534994,0.7390681271179712,0.6467484770301742,7880.428571428572,0.023890149121572193,10000.0
0.3,0.005,1,0.24882672126736835,0.14941555438553467,0.3060236996028585,0.04221419578562861,9.31612460439005,0.7412917457598015,0.6453801239534709,7946.571428571428,0.025545811957169352,10000.0
0.3,0.005,2,0.2420861022146335,0.1448121727329695,0.2973343704184482,0.042025659083581315,9.26270984783093,0.7403993358668709,0.6459261670988125,7972.125,0.025335729665282865,10000.0
0.3,0.008,1,0.24502415147939124,0.14208322747243163,0.31169388408100707,0.036271187807436746,9.08541809652658,0.7450694786584906,0.6430467126312567,8051.125,0.029744117062727574,10000.0
0.3,0.008,2,0.24056710870731188,0.14096172102969856,0.3027256921820743,0.03744680014544821,9.299471460380229,0.7427221434334145,0.6444958110264504,8042.125,0.029364091602800846,10000.0
0.3,0.013,1,0.22727819080043657,0.13156317110243235,0.2902900071895299,0.03270318528893521,8.993431453081287,0.7366303751490472,0.6482664151278054,8146.428571428572,0.03397040011664997,10000.0
0.3,0.013,2,0.21845007284525306,0.12578236481046728,0.2814082333784618,0.029709549615996294,9.034687284040814,0.7261697820795548,0.6547487901360977,8118.285714285715,0.03399950353804453,10000.0
0.3,0.02,1,0.21193459611655283,0.12416143414780789,0.2742424494749985,0.025465310618790676,8.89630849014885,0.7244349686700039,0.6558494005130892,8243.857142857143,0.03954644464784952,10000.0
0.3,0.02,2,0.20614765362676613,0.11904626717712499,0.26887041646820103,0.024378615520892745,8.919954102202164,0.7220014384507403,0.6573515307128819,8256.125,0.03922782107107628,10000.0
0.3,0.03,1,0.19338497995113307,0.11344632905660063,0.2554706702439237,0.017852960446242867,8.765400176904743,0.7086559174540473,0.6657048839709689,8348.875,0.04679766472737114,10000.0
0.3,0.03,2,0.19689661621669102,0.11467251249164083,0.260581551964784,0.018539176576374435,8.841412855169741,0.7116743171045172,0.6638040369733123,8338.42857142857,0.04804198211008618,10000.0
1.0,0.0005,1,0.4447876952355899,0.5659254216965525,0.32477806141243226,-0.001128083039705071,13.231891601735878,0.7371196985841234,0.6488417218205883,6990.714285714285,0.00600574705998265,10000.0
1.0,0.0005,2,0.5052341217326523,0.6859642208328235,0.3225185125642792,0.0019855128507616335,11.05888134419831,0.765632780108997,0.631199107759877,6375.125,0.006887228088243085,10000.0
1.0,0.0015,1,0.2843532966348655,0.1732474424698702,0.27423784744235347,0.12122130404121297,11.135204233848638,0.7465807782677549,0.6421299702814606,6844.125,0.009793176229773399,10000.0
1.0,0.0015,2,0.27246390064884973,0.17111894880087392,0.25433186223816595,0.11947698866321842,11.302000889898176,0.7390350057841044,0.646769000800139,6783.625,0.008090563224228216,10000.0
1.0,0.001,1,0.28268677897417677,0.17596526213672276,0.27067911318297,0.11872918158082521,11.284885311468226,0.7446908341901899,0.6432966449162945,6803.625,0.008693289392758628,10000.0
1.0,0.001,2,0.29662109557747446,0.18398942220894937,0.28332849469007704,0.1259242858001759,11.133211437530242,0.7496178920161289,0.6402424738818122,6844.75,0.008677613040160457,10000.0
