mu_g,Tgran,seed,mu,a_c,a_n,a_t,f_mean,cv_f,pr_f,ncon,chi,kt
0.3,0.003,2,0.25034027071047305,0.19251696077145622,0.273044886511549,0.03511869469181702,10.661201882062823,0.7615209007368028,0.6329698534521295,7061.4,0.048319470504792794,200000.0
0.3,0.005,1,0.24688100778559224,0.18309090737561656,0.28057379740760535,0.030097314989243406,10.405971649838357,0.760415316813283,0.6336637563435755,7170.4,0.05187704764405689,200000.0
0.3,0.005,2,0.24019372848714982,0.18232473733762872,0.26613812616451327,0.031924595712966256,10.516839403460862,0.7481703424445146,0.641150945175742,7154.2,0.05003683244399154,200000.0
0.3,0.008,1,0.2366078184692248,0.18279477210813072,0.262959025543562,0.027461842894807083,10.320201197053095,0.7510763491970771,0.6393564164635757,7269.05,0.057877728163736354,200000.0
0.3,0.008,2,0.23568404358457534,0.17475327607281854,0.2709750842469857,0.025639720321985394,10.410156392595844,0.7588398501214818,0.6346122683867206,7261.65,0.05693387162639728,200000.0
0.3,0.013,1,0.21808679502234782,0.1652465155665913,0.2515713024519722,0.01935577013977674,10.24276516899079,0.7436182224968843,0.643953144027011,7396.95,0.0659332224856127,200000.0
0.3,0.013,2,0.21412767880954844,0.16668411537651043,0.24275366672989537,0.018817576486184668,10.206812170133093,0.7343869220259144,0.6496529601565972,7390.3,0.06642528860137853,200000.0
0.3,0.02,1,0.19457853459738644,0.15293049376364756,0.22229759916360292,0.013928980831982286,10.032840871285533,0.735906257118007,0.6487129580242582,7489.45,0.07947419040159646,200000.0
0.3,0.02,2,0.2003989725973328,0.15486301524008286,0.23102598896983348,0.014908943256659337,10.113039627748591,0.7215262165911739,0.657645974784032,7489.35,0.07757885193939353,200000.0
0.3,0.03,1,0.17912830368058558,0.14172872791816804,0.2067711972269774,0.009756684371789198,9.855572946919583,0.7165608232169391,0.6607513490739706,7573.7,0.09204570793318903,200000.0
0.3,0.03,2,0.18541590398996116,0.149387840645158,0.21195921204652796,0.009484754207564365,9.862820040590586,0.7182676567570729,0.6596903691310263,7568.35,0.09293411314246196,200000.0
1.0,0.0005,1,0.6948166430851858,0.9807506237893858,0.3895736437409121,0.019309020134998706,7.211751344755156,0.8960742368674898,0.5546925204760702,4371.047619047619,0.019959325382624207,200000.0
1.0,0.0005,2,0.20780337896327256,0.09879550586532188,0.3172773114365621,-0.00046605748224752655,15.237905103109753,0.6912479509127863,0.6766868358028449,7752.5,0.0020746824588084418,200000.0
1.0,0.0015,1,0.28826548382497963,0.23205799862095508,0.24802285436883725,0.09645011981933962,13.029396144244824,0.7403829464491396,0.6459652156281687,5919.85,0.015042906265669167,200000.0
