Tgran,Theta,Z,Z_c,a_c,a_c_str,a_c_w,a_c_wk,chi,cv_f,dZ_eff,f_mean,label,mu_g,pr_f,seed
0.003,0.003,5.857693877551021,4.252809760521475,0.02210294562434697,0.081956315856836,0.07115440942743484,0.020433137869128197,0.12640488026073765,0.7981131159620016,1.6048841170295454,8.548969873158983,mu0.1_T0.003_s2,0.1,0.6108816854568615,2
0.003,0.003,5.890673469387756,4.248071907830917,0.02316430408456695,0.08464505892672389,0.07961127397168082,0.026602896542882434,0.12403595391545849,0.8071746785850914,1.6426015615568392,8.355413817004747,mu0.1_T0.003_s3,0.1,0.6055012883239956,3
0.008,0.008,6.001734693877551,4.371731923001966,0.022486020107806415,0.06813711937989278,0.07009877991388633,0.01324993034988185,0.18586596150098295,0.7985846579357014,1.6300027708755849,8.402178002563254,mu0.1_T0.008_s1,0.1,0.610599793473117,1
0.008,0.008,5.999489795918368,4.368356666200237,0.022475854315423583,0.06125093362472193,0.0592767384423155,0.01057081765095455,0.18417833310011816,0.7856189604509713,1.6311331297181315,8.234961887853773,mu0.1_T0.008_s2,0.1,0.6183560194340356,2
0.008,0.008,5.994326530612245,4.36732766505567,0.020461204825695117,0.06099582285273826,0.06287797685579345,0.016166904298970834,0.18366383252783494,0.7898709280999155,1.6269988655565752,8.16341078197717,mu0.1_T0.008_s3,0.1,0.6158042488111092,3
0.02,0.02,6.05,4.542789918039952,0.016874723679883914,0.057238098659109914,0.04902331426973555,0.015831696463963346,0.2713949590199759,0.7627714750858289,1.5072100819600482,8.320932411187004,mu0.1_T0.02_s1,0.1,0.6321855529752952,1
0.02,0.02,6.0745510204081645,4.54742695831041,0.022052100760376704,0.06334574502192249,0.05957026950501165,0.01631974380718012,0.2737134791552052,0.7619408334265287,1.5271240620977542,8.019857269261802,mu0.1_T0.02_s2,0.1,0.6326939374482979,2
0.02,0.02,6.086775510204081,4.54264680804837,0.02244288347156947,0.06554920463896896,0.05443568439635873,0.014298153134550856,0.27132340402418514,0.7446717003528229,1.544128702155711,8.07498793688925,mu0.1_T0.02_s3,0.1,0.6432814190648566,3
0.0005,0.0005,5.798000000000001,4.4224083932295954,0.008700257807304022,0.12817064774693587,0.09664529820334268,0.08546463676947387,0.21120419661479758,0.7384962994894072,1.3755916067704055,11.311654383021628,mu0.2_T0.0005_s1,0.2,0.6471065345284758,1
0.0005,0.0005,5.008530612244898,4.48465233994344,0.06742682854256139,0.17763890808650515,0.15597346763811734,0.02892728741189043,0.24232616997172027,0.8446924701349202,0.5238782723014577,7.599004341604445,mu0.2_T0.0005_s2,0.2,0.5841064939706877,2
