Tgran,Theta,frac_strong,label,life_all,life_strong,life_weak,mu_g,n_ep_all,n_ep_strong,n_ep_weak,rate_all,rate_path_all,rate_path_strong,rate_path_weak,rate_strong,rate_weak,seed
0.015,0.0019542314,0.23723452327157704,mu0.1_T0.015_s3,0.36226050610031624,0.7511142857142857,0.2413196090047393,0.1,17704,4200,13504,0.032240735313003865,0.05521061395874046,0.047045212702330766,0.057750208543820486,0.020475857595018236,0.0358998353141546,3
0.0005,5.954182599999999e-05,0.2681928159315094,mu0.3_T0.0005_s1,1.4548855388051367,2.3999999999999995,1.10851983723296,0.3,5373,1441,3932,0.004384180998786655,0.007799695434347198,0.005036249139903163,0.008812443682133018,0.0016971557606546015,0.005368922445416432,1
0.0005,6.099037933333333e-05,0.24765754179680324,mu0.3_T0.0005_s2,1.4369961418335475,2.3999999999999995,1.1199926739926738,0.3,5443,1348,4095,0.004761925075065022,0.008022520087245346,0.005186023029100799,0.008956243660964234,0.002066250132614608,0.0056492925530682355,2
0.0005,5.8729482666666664e-05,0.25435474808016484,mu0.3_T0.0005_s3,1.4592170818505337,2.3999999999999995,1.1382969103240388,0.3,5339,1358,3981,0.004396999789939112,0.007771570503171516,0.005111917418015832,0.008678832218730777,0.0019085460621241343,0.005245861925677053,3
0.002,0.00018336179666666669,0.2027274005342331,mu0.3_T0.002_s1,1.1068663011387598,2.3999999999999995,0.778053253394463,0.3,7113,1442,5671,0.007216922184645809,0.014173063240821562,0.009031302089017118,0.015480490428425517,0.002235554313958083,0.00848356518756094,1
0.002,0.00018854443333333332,0.20625724217844726,mu0.3_T0.002_s2,1.1488296639629199,2.3999999999999995,0.8237080291970803,0.3,6904,1424,5480,0.007027089618307451,0.013969847034417079,0.00905803645539806,0.01524620073232275,0.0026384489122180904,0.008167495524415343,2
0.002,0.00018172299,0.20198075045334077,mu0.3_T0.002_s3,1.113762030966662,2.3999999999999995,0.7882118510749868,0.3,7169,1448,5721,0.007050624475318957,0.014181777794639493,0.008816815401024431,0.015539663749184961,0.0020508096456683276,0.008316090630420181,3
0.006,0.0005331474533333333,0.14306372312734986,mu0.3_T0.006_s1,0.7384719946013689,2.272762803234501,0.4823253459331758,0.3,10373,1484,8889,0.012163772105571364,0.023921231822285415,0.016719779787490736,0.025123499211152023,0.0038819433023167325,0.013546406141349276,1
0.006,0.0005346524166666666,0.14549653579676675,mu0.3_T0.006_s2,0.7677758811125615,2.2735817805383016,0.5113819036427733,0.3,9959,1449,8510,0.011808280094552684,0.023933163811883092,0.016631415991297735,0.02517643438673952,0.0036726197174845408,0.013193541185783206,2
0.006,0.0005264459566666667,0.1385385756676558,mu0.3_T0.006_s3,0.7058206602373887,2.2207429718875495,0.4621937567276641,0.3,10784,1494,9290,0.012898438757936292,0.024954910012604848,0.016813937555819506,0.02626412560468636,0.003837495481601232,0.014355602294518058,3
0.015,0.0015389918999999998,0.18707418019738936,mu0.3_T0.015_s1,0.41797707736389683,1.0782028590878148,0.26604292316127515,0.3,15705,2938,12767,0.02364968280263747,0.041824670555178314,0.03344200633203586,0.04375372730207207,0.012796903043590943,0.026147173750556217,1
0.015,0.0015368398666666665,0.18840670727877912,mu0.3_T0.015_s2,0.4102763298373422,1.0246199999999999,0.26765998607134567,0.3,15923,3000,12923,0.023731463497840485,0.04210524969074548,0.033729996998120244,0.044049516353120766,0.013001397653704946,0.026222386467151526,2
0.015,0.0014897064666666666,0.1981226533166458,mu0.3_T0.015_s3,0.4132903629536922,1.0076152874289324,0.266448415795224,0.3,15980,3166,12814,0.02304667794933499,0.04151668986800189,0.03295906572176045,0.04363105213169788,0.012337457623299056,0.025692642640472014,3
0.0005,0.00010272206433333333,0.22678606190383493,mu1.0_T0.0005_s1,1.2457095581078448,2.3973218884120167,0.9079380664652565,1.0,5137,1165,3972,0.006329055395306638,0.010436767738259248,0.007712244995795962,0.01123587876418315,0.0025820147700369245,0.007428074108408154,1
0.0005,0.00011488546333333334,0.22915843540102726,mu1.0_T0.0005_s2,1.2713551955748712,2.3978793103448277,0.9364582265504868,1.0,5062,1160,3902,0.006498166721287912,0.010702644353805992,0.008130426907148394,0.01146732201606197,0.002846370169238418,0.007583785378483558,2
0.0005,0.00010288684833333333,0.23536463536463537,mu1.0_T0.0005_s3,1.2976843156843156,2.4,0.9583773190488633,1.0,5005,1178,3827,0.00563443328932614,0.009872286471522896,0.007189940674308562,0.010697947132384795,0.0018961789828678547,0.006785116219299451,3
0.002,0.00027175011,0.15861787511903142,mu1.0_T0.002_s1,0.8845612841790232,2.3946226415094336,0.5998835893290217,1.0,7351,1166,6185,0.00936955618186127,0.016741440213781607,0.012318040832821245,0.017575342182771063,0.002537285645945344,0.010657580020968458,1
0.002,0.00028548532333333334,0.16212552528127966,mu1.0_T0.002_s2,0.899987799918666,2.39636287625418,0.6104449118265651,1.0,7377,1196,6181,0.009060254971516172,0.01665202915689971,0.01231802852317387,0.017490641801768844,0.002593660478066417,0.010311516420175923,2
0.002,0.00027135311333333333,0.15416379903647626,mu1.0_T0.002_s3,0.9142794218857533,2.3953125,0.6443433685923514,1.0,7265,1120,6145,0.008817055849727692,0.01625205632308722,0.01190543634267373,0.01704427998103077,0.0023695369997821154,0.009992193540848774,3
0.006,0.0006428156266666667,0.12412289019533472,mu1.0_T0.006_s1,0.6388355774701308,2.2273796791443847,0.4137187398506008,1.0,10546,1309,9237,0.012794906279684782,0.024481447717145936,0.017927536813310375,0.025410219977957973,0.0027496628980595767,0.014218444613185638,1
0.006,0.0006548143033333334,0.1292952824694234,mu1.0_T0.006_s2,0.6532498543972044,2.219707207207207,0.42063879598662207,1.0,10302,1332,8970,0.012915862655519415,0.02460869320713379,0.018208733414902825,0.02555905512945839,0.0030793824161749715,0.014376530624171234,2
0.006,0.00066006782,0.12469845982557061,mu1.0_T0.006_s3,0.6173798478381888,2.197790178571428,0.3922291710833157,1.0,10778,1344,9434,0.012466962195533445,0.024263240040351616,0.018089016309146645,0.025142841131589634,0.0031513006776735823,0.013794103289449456,3
