I,P,Tgran,Theta,a_c,label,mu,mu_g,n_contacts,n_samples,seed,tau
0.00032476576333333336,9.481413829824563,0.02,0.0010630041147368422,0.04709085164024152,mu0.6_T0.02_s1,0.285102742631579,0.6,9505.5,57,1,-2.703768307017544
0.00032640453333333336,9.386989935087719,0.02,0.0010531060828070176,0.04302817929422842,mu0.6_T0.02_s2,0.27681266368421054,0.6,9497.388888888889,57,2,-2.6008545912280696
0.0003314626421052631,9.102174022807018,0.02,0.0010777782798245615,0.039288232829265836,mu0.6_T0.02_s3,0.25741326929824565,0.6,9443.888888888889,57,3,-2.343546785964913
0.0003214804070175438,9.676190785964913,0.0005,6.870147954385964e-05,0.05983335048363319,mu0.8_T0.0005_s1,0.3571783961403509,0.8,7966.0,57,1,-3.4560101929824563
0.00032484038052631577,9.477469870175439,0.0005,7.0119223877193e-05,0.06016142875763999,mu0.8_T0.0005_s2,0.34609960228070175,0.8,7995.722222222223,57,2,-3.2796360245614036
0.0003239422894736842,9.529945059649124,0.0005,7.296993140350876e-05,0.06017200284822751,mu0.8_T0.0005_s3,0.35883688947368414,0.8,7884.277777777777,57,3,-3.420833663157895
0.0003220157870175439,9.644250766666667,0.001,0.00012719533210526316,0.060975538857567825,mu0.8_T0.001_s1,0.3517142496491228,0.8,7909.777777777777,57,1,-3.392887249122807
0.0003237359685964912,9.541880975438596,0.001,0.00012254866192982458,0.059039280880385465,mu0.8_T0.001_s2,0.34699858263157896,0.8,7999.277777777777,57,2,-3.3118252017543863
0.0003285989024561403,9.26303384385965,0.001,0.00013009841105263156,0.054445399421220314,mu0.8_T0.001_s3,0.3393045598245614,0.8,7905.666666666667,57,3,-3.146242598245614
0.0003298496724561404,9.193250557894737,0.003,0.00030613330894736844,0.05525272427255331,mu0.8_T0.003_s1,0.3327905785964912,0.8,8115.055555555556,57,1,-3.0634523929824566
