mu_g,Tgran,seed,Theta,mu,mu_n,mu_t,A_c,A_n
0.6,0.02,2,0.00097979459742515,0.4901439819086421,0.4368200142029444,0.053323967705697674,0.06018235934565363,0.08542431195474544
0.6,0.03,1,0.0013221461958083831,0.466444007153624,0.4257666229372528,0.040677384216371196,0.055717941354656915,0.0862042671092885
0.6,0.03,2,0.0013507201712574849,0.4645994051886243,0.4226450913932366,0.041954313795387575,0.056900843923665,0.08398085255244021
0.6,0.05,1,0.0018715258080838325,0.4181606127601152,0.3880964956495364,0.030064117110578766,0.05308000678477497,0.07628549224575237
0.6,0.05,2,0.0018973731308383234,0.42154526931610814,0.3935537544424793,0.027991514873628803,0.054236709232471106,0.07694787835289203
0.6,0.08,1,0.0026555887419161678,0.3559463288213665,0.34072461562641404,0.015221713194952484,0.04756740597020569,0.06600746439889955
0.6,0.08,2,0.0026897679383233535,0.34784198619741596,0.3323013792182192,0.015540606979196837,0.04924297762176748,0.06152414598037674
0.6,0.12,1,0.0037689772862275453,0.2974475795265985,0.2893219515184707,0.008125628008127762,0.04635822425741413,0.05008242772969303
0.6,0.12,2,0.003772034073952096,0.3048756298674117,0.2959918225321038,0.008883807335307792,0.045651848034845205,0.05301209282073052
1.0,0.0005,1,8.496855866766468e-05,0.5893047329133216,0.4802925476498675,0.10901218526345396,0.0748538411785982,0.08524367558935225
1.0,0.0005,2,8.696558218562874e-05,0.5577049880579212,0.46230957366291814,0.09539541439500296,0.07302610555853734,0.08107708608410127
1.0,0.0015,1,0.0001940766889221557,0.5716787300530812,0.47266809600599247,0.09901063404708876,0.07055780261810188,0.08699822920966556
1.0,0.0015,2,0.00018708557886227544,0.5718690115360032,0.47000848808362733,0.10186052345237584,0.07202377118083647,0.0846457235446373
1.0,0.001,1,0.00014025971461077843,0.5705032922331422,0.4658262826221199,0.10467700961102223,0.07310175963336266,0.08217367070941836
1.0,0.001,2,0.0001426778469760479,0.5748001406057799,0.4735732069358056,0.10122693366997428,0.07283991125764827,0.08501782621493273
1.0,0.003,1,0.0003198690899101797,0.5900289389533517,0.49642957721134834,0.09359936174200333,0.07598169827587292,0.08949483253633499
1.0,0.003,2,0.00032515373520958083,0.5711894238647466,0.47975360651776006,0.0914358173469865,0.07592294012136062,0.08399492826061149
1.0,0.005,1,0.0004717179768562874,0.5649920144832824,0.4696634919182162,0.09532852256506627,0.06997351616661608,0.08658098210700367
1.0,0.005,2,0.0004776469739820359,0.5617767911869371,0.4754794505348215,0.08629734065211553,0.06966645081806878,0.08882670037859121
1.0,0.008,1,0.0006620765089520958,0.5578807036972587,0.4701652059893356,0.08771549770792328,0.0686276544325263,0.08809408256842631
1.0,0.008,2,0.0006776818131137725,0.5547751966576898,0.4722764045004725,0.08249879215721737,0.0686566580907527,0.08876880884709533
1.0,0.013,1,0.000911290034041916,0.5568201269701776,0.4727368159467572,0.08408331102342037,0.06822649316047985,0.08935244585426966
1.0,0.013,2,0.0009316749227844312,0.547929697843025,0.4653510083132808,0.08257868952974431,0.06688484925175099,0.08823215505116047
1.0,0.02,1,0.0012068446335329341,0.5268219841886381,0.45424025621152686,0.07258172797711136,0.0650670873105334,0.0863463309566985
1.0,0.02,2,0.0012505418155688624,0.5086709487215837,0.4341611234038812,0.0745098253177025,0.06200948494136781,0.08271089183304933
1.0,0.03,1,0.0016325985691616766,0.5105930697395132,0.45044231699003195,0.060150752749481146,0.0618889596066067,0.08825847904157963
1.0,0.03,2,0.0016151247053892218,0.5036683883998206,0.4381580864440604,0.06551030195576012,0.06156254271965116,0.08449015267832831
1.0,0.05,1,0.002310796083233533,0.47556063824788924,0.4218926078634743,0.053668030384414936,0.05992925712380936,0.08070161228521514
1.0,0.05,2,0.0022660449233532936,0.482816072481433,0.4300635156596328,0.05275255682180009,0.06060076481592139,0.08275373868475325
1.0,0.08,1,0.0031107232703592815,0.43516920642016543,0.400114131972208,0.035055074447957434,0.056888836941442436,0.07648253964768516
1.0,0.08,2,0.003103389447305389,0.4249205361981591,0.3887480111934524,0.03617252500470669,0.05499534952153395,0.0745873198775149
1.0,0.12,1,0.004100889028143712,0.37080713425074624,0.3494750513505831,0.02133208290016309,0.05170267946614872,0.06478900298485638
1.0,0.12,2,0.004141854673952096,0.37645171581790754,0.3544832920427597,0.0219684237751479,0.05371736406819976,0.06444373431113806
