mu_g,Tgran,seed,mu,Theta,a_c,a_n,a_t
0.13,0.013,5,0.1308627998148148,0.0006776569840740742,0.09367146456319964,0.1678942412404611,0.00015989382596887092
0.13,0.02,1,0.11517537562962962,0.001040772782962963,0.08381175979966039,0.14307224545606853,0.0034667460035303355
0.13,0.02,2,0.11689142135185186,0.0010573538301851852,0.08908730983779246,0.14277072456519466,0.0019248083007165906
0.13,0.02,3,0.12985842759259258,0.0010680208898148147,0.10649302646790312,0.1560889299591915,-0.0028651012419094457
0.13,0.02,4,0.12744462722222222,0.0010682996990740742,0.098006027951695,0.1518486784541353,0.0050345480386141395
0.13,0.02,5,0.12835964166666666,0.001071094700185185,0.09900891868113292,0.15613252120434135,0.0015778434478590508
0.13,0.03,1,0.10971944644444445,0.0016267299703703701,0.08716551020170346,0.12775636490700976,0.004517017780175686
0.13,0.03,2,0.12153170574074074,0.001606974288888889,0.09092138410162567,0.14979145464567936,0.002350572734176437
0.13,0.03,3,0.12317793833333332,0.0015663346148148147,0.09340897891143639,0.1493943811740868,0.0035525165811434445
0.13,0.03,4,0.1240443340740741,0.0016561645685185184,0.1022499116615873,0.143145991582134,0.0026927649044269086
0.13,0.03,5,0.11887744627777777,0.0016112255296296294,0.08922153721051268,0.14522320388675009,0.003310151458292776
0.15,0.0005,1,0.1426234924074074,5.884769959259258e-05,0.283574475424767,0.32260566807907665,-0.32093315868902883
0.15,0.0005,2,0.1389716125925926,6.26473677962963e-05,0.10887126170225492,0.2523338320707138,-0.0832618685877835
0.15,0.0005,3,0.12834133714814813,6.153143838888889e-05,0.40053501808062997,0.3407353444823689,-0.4845876882667026
0.15,0.0015,1,0.2082202481481481,0.00010845277492592594,0.14046292096430868,0.25692509241367634,0.019052482918311187
0.15,0.0015,2,0.21079479018518515,0.00010961584764814815,0.14751844044587045,0.258502617454311,0.015568522470188806
0.15,0.0015,3,0.19683462962962964,0.00011167245611111112,0.13152292069313107,0.24590588720489373,0.016240451361234504
0.15,0.0015,4,0.2119477375925926,0.00011088166501851854,0.15212873026294166,0.25190807375033586,0.019858671171907705
0.15,0.0015,5,0.2037626109259259,0.00010558132849999999,0.14119849717613048,0.24245373973222542,0.023872984943495906
0.15,0.001,1,0.21002495796296294,7.969587170370369e-05,0.14212349565001622,0.2587140065030153,0.019212413772894343
0.15,0.001,2,0.21213579203703706,7.965845916666666e-05,0.1492825370530101,0.2564756354467025,0.018513411574361538
0.15,0.001,3,0.20542004648148152,8.043923335185185e-05,0.13723502062232354,0.2550366334316393,0.018568438909000173
0.15,0.001,4,0.2244244435185185,8.039869618518518e-05,0.16034156914616357,0.2670812027542826,0.021426115136590873
0.15,0.001,5,0.219282232037037,7.86866794074074e-05,0.15366999034856607,0.26269057150507563,0.02220390222043228
0.15,0.003,1,0.18921657703703704,0.00018965761962962962,0.12345232632557104,0.23931649731829494,0.015664330430208123
0.15,0.003,2,0.19682223814814817,0.00019429559888888888,0.14215140461718928,0.2399546189789082,0.011538452700198848
0.15,0.003,3,0.17936033703703702,0.00019644135240740743,0.12183817405316015,0.21872906826826063,0.018153431752653243
0.15,0.003,4,0.1919031638888889,0.00019083478499999992,0.12905450097777743,0.23762159123143073,0.01713023556856963
0.15,0.003,5,0.19374326537037037,0.00018365020166666665,0.13458781254547564,0.2406975714452088,0.012201146750056291
0.15,0.005,1,0.16940509444444446,0.00029105942851851855,0.11504671246653608,0.21494304206859433,0.00882043435375851
0.15,0.005,2,0.17399675166666664,0.00029267387759259253,0.12716745030182156,0.218330174329488,0.002495878702023724
0.15,0.005,3,0.1804427598148148,0.00029440882370370373,0.12492580766125683,0.22366947849487087,0.012290233473501916
0.15,0.005,4,0.18132805277777775,0.00028414155518518517,0.1259357373763015,0.22650312440940276,0.010217243769851225
0.15,0.005,5,0.19163990518518517,0.0002839816681481482,0.13038710719483068,0.23895049214203867,0.013942211033501017
0.15,0.008,1,0.1676076112962963,0.00044394086277777775,0.11453883709467445,0.21221147168568905,0.008464913812229136
0.15,0.008,2,0.16095993592592586,0.00044926346518518517,0.12016213883183424,0.19872561011789613,0.003032122902121348
0.15,0.008,3,0.1587810033333333,0.0004593612677777778,0.10632876737213903,0.2028880261159732,0.008345213178554384
0.15,0.008,4,0.16276309259259258,0.0004339510129629631,0.10871953010495299,0.2107414038759689,0.006065251204263267
0.15,0.008,5,0.1678784831481481,0.0004274110114814815,0.12500773032071064,0.20087088851027546,0.009878347465310106
0.15,0.013,1,0.15763450037037038,0.0006895977192592592,0.11157876347326064,0.1984423462425327,0.0052478910249474375
0.15,0.013,2,0.14867917314814819,0.0006928976961111112,0.10407081899841349,0.18722706025750163,0.006060467040381268
0.15,0.013,3,0.15372436185185184,0.0006893437805555557,0.1104107525318685,0.19493422272856364,0.002103748443271547
0.15,0.013,4,0.15655283962962963,0.0007058791209259259,0.1136271037906051,0.1931960961161509,0.006282479352503256
0.15,0.013,5,0.13816799148148148,0.0006979879325925926,0.09917820654417138,0.16886656745529743,0.008291208963494168
0.15,0.02,1,0.14672421037037037,0.0010308923237037036,0.10756334950015609,0.1865928636058036,-0.0007077923652189511
0.15,0.02,2,0.12391049259259257,0.0010555795609259258,0.0878829282241098,0.15846912574792296,0.0014689312131523635
0.15,0.02,3,0.1338581535185185,0.0010762664907407408,0.09830621388025042,0.1710796305154873,-0.001669537358700679
0.15,0.02,4,0.1306586596296296,0.0010323128474074076,0.09774795298674821,0.15910302341286858,0.004466342859642425
0.15,0.02,5,0.12970177703703703,0.0009984901051851853,0.09127565253449894,0.16425943069046073,0.0038684708491144026
0.15,0.03,1,0.13232364185185186,0.0015506146444444447,0.10512710540371943,0.15945937477034017,6.0803529644104515e-05
0.15,0.03,2,0.12409078666666666,0.0015957521240740743,0.09904464622704642,0.14223730068818619,0.006899626418100713
0.15,0.03,3,0.12661539944444444,0.001603273212962963,0.10252943022350673,0.14662704170210455,0.004074326963277586
0.15,0.03,4,0.12721760296296297,0.0015374821925925924,0.10044083033937101,0.1468123023623074,0.0071820732242475205
0.15,0.03,5,0.1139505309259259,0.0015085022000000004,0.0891790467181035,0.13452747230990497,0.0041945428238433224
0.17,0.0015,1,0.22661926111111105,0.00010539646792592593,0.15069852612828277,0.2726697681337524,0.029870227960186957
0.17,0.0015,2,0.2092308862962963,0.0001083120239074074,0.15264536140145535,0.24763839454010425,0.018178016651032997
0.17,0.0015,3,0.22406313,0.00011219483944444445,0.14229310462257216,0.27863315836957503,0.027199997007852805
0.17,0.001,1,0.23147712296296297,7.773891214814816e-05,0.15935251218386554,0.2730676559561472,0.030534077785913216
0.17,0.001,2,0.21569447907407405,8.301887796296297e-05,0.1573894899201065,0.2602665489384783,0.013732919289563272
0.17,0.001,3,0.23553945074074073,7.755627787037036e-05,0.1550498708473882,0.2846913107819519,0.031337719852141344
0.17,0.003,1,0.20707834444444442,0.00018484226592592595,0.14001821322032204,0.25961260030067923,0.014525875367887575
0.17,0.003,2,0.19225144796296298,0.00019268994,0.13430385371038428,0.23624243837374354,0.013956603841798143
0.17,0.003,3,0.21752952277777773,0.0001947571446296296,0.1432988489550724,0.2733671723171763,0.018393024283306803
0.17,0.005,1,0.19266730018518524,0.000299064427037037,0.1290038722859173,0.23976949707927994,0.016561231005173233
0.17,0.005,2,0.1762008974074074,0.0003009603524074074,0.12404867349206508,0.21598322874988343,0.012369892572866303
0.17,0.005,3,0.1979575390740741,0.0003004861040740741,0.14404538506382297,0.23503971723599132,0.0168299758483339
0.17,0.008,1,0.1756906914814815,0.0004424043868518518,0.12832487989544794,0.21152605986138107,0.011530443206134
0.17,0.008,2,0.17211052574074073,0.00045747144333333324,0.12233122311551829,0.2129434545912395,0.008946373774723654
0.17,0.008,3,0.179456377037037,0.00044435513851851855,0.12862324446246,0.21691812917459333,0.013371380437020686
0.17,0.013,1,0.1609669427777778,0.0006612705446296295,0.12083827431062788,0.19956532551917902,0.0015302857257486757
0.17,0.013,2,0.16057111592592593,0.0006885677864814816,0.11261363522421086,0.20619756794283423,0.0023310286848067796
0.17,0.013,3,0.15378124092592593,0.000686245978888889,0.10985996345440294,0.18776221797905226,0.009940300418396664
0.17,0.02,1,0.1356706837037037,0.001042289029074074,0.0939971636340638,0.17652852726165622,0.0008156765116873743
0.17,0.02,2,0.14316479851851852,0.0010445463448148149,0.10050989127214027,0.1853852088028449,0.0004344969620518613
0.17,0.02,3,0.14246981574074072,0.0010324915390740742,0.1075443874270047,0.16951981573149463,0.007875428322982103
0.17,0.03,1,0.12115468351851852,0.0015612416518518521,0.09035163529050941,0.14753288110926271,0.0044248506372649155
0.17,0.03,2,0.12446207518518516,0.001554997922222222,0.09863729702313366,0.14784468755018917,0.0024421657970475075
0.17,0.03,3,0.13447260055555554,0.0015296465351851852,0.10111156209981673,0.16435656903541168,0.0034770699758826795
0.1,0.0005,1,0.1322279155925926,5.9944242740740744e-05,0.17120313157488867,0.2978223744708884,-0.20456967486059188
0.1,0.0005,2,0.15182060907407405,6.911912837037038e-05,0.3250951234352698,0.3083946718849819,-0.3298485771721036
0.1,0.0005,3,0.14326088666666667,6.499291568518518e-05,0.3405137249002418,0.3492204300957097,-0.40321238166261814
0.1,0.0015,1,0.16955623796296296,0.00010228046975925925,0.12149303056803777,0.20688766074929651,0.010731784608591616
0.1,0.0015,2,0.17271168999999997,0.00010517242085185185,0.10929943438369058,0.2220763614753388,0.01404758414097057
0.1,0.0015,3,0.1841187161111111,9.420777800000001e-05,0.12036614349052681,0.23718955725833796,0.010681731473357436
0.1,0.0015,4,0.18825917000000003,9.938451377777778e-05,0.13497066201436364,0.23640159000143135,0.005146087984205072
0.1,0.0015,5,0.18151197574074074,0.00010095953925925927,0.12398124589280635,0.22624273914185808,0.012799966446817052
0.1,0.001,1,0.1731616477777778,7.483123472222221e-05,0.12388220775495196,0.21061030093976912,0.011830786860834497
0.1,0.001,2,0.18991034685185187,7.521925657407407e-05,0.12058348224223528,0.2479652668148828,0.011271944646585708
0.1,0.001,3,0.18462757037037036,7.504486579629629e-05,0.1219621210088544,0.23599497187767965,0.011298047854206683
0.1,0.001,4,0.18828543370370368,7.361751037037038e-05,0.13264834374026305,0.22971737700107875,0.014205146666065566
0.1,0.001,5,0.18431141759259262,7.129124331481481e-05,0.12049543958158034,0.23198604101796633,0.01614135458563859
0.1,0.003,1,0.16309141185185183,0.00018317577666666668,0.12265687287964704,0.1991471922752972,0.004378758548759409
0.1,0.003,2,0.1681421937037037,0.0001787828861111111,0.11142869645322022,0.21720737086178038,0.007648320092406791
0.1,0.003,3,0.15879635203703704,0.00017462642,0.10825336438047758,0.20529985709550808,0.004039482598088423
0.1,0.003,4,0.17281220777777775,0.0001788414640740741,0.12023787680260431,0.21958190426735497,0.005804634485596233
0.1,0.003,5,0.16412928259259263,0.00017716145796296297,0.11226800944601618,0.20083379902374596,0.01515675671542313
0.1,0.005,1,0.1490343148148148,0.0002839516731481481,0.11085056135214585,0.1848705874925614,0.0023474807849223345
0.1,0.005,2,0.1435031861111111,0.00026683812462962957,0.09854011111709958,0.18302434804416284,0.005441913060959758
0.1,0.005,3,0.1414978585185185,0.00027602025666666663,0.09443904635340634,0.18613163267431906,0.0024250380093116253
0.1,0.005,4,0.15181608203703703,0.0002794030987037037,0.10015042144977948,0.19676888095720893,0.006712861667085651
0.1,0.005,5,0.15949020388888893,0.00027940940370370376,0.10361239211422284,0.2050018670595008,0.010366148604054215
0.1,0.008,1,0.13702879,0.0004487216942592593,0.09727172399866606,0.17062348080296244,0.006162375198371511
0.1,0.008,2,0.12306884537037034,0.00044315497981481486,0.07685243786876607,0.16847734602604575,0.0008079068459288519
0.1,0.008,3,0.13457493703703705,0.00042274077796296294,0.0943387771508808,0.17354883048348296,0.0012622664397103356
0.1,0.008,4,0.1351010851851852,0.00043142664592592597,0.09196471262706223,0.1722806930866508,0.005956764656657371
0.1,0.008,5,0.12805638574074077,0.0004387050231481481,0.08974820762016197,0.15904597487398503,0.0073185889873345344
0.1,0.013,1,0.110302943,0.0007182085562962962,0.08558525716004325,0.13253739050157162,0.002483238338385124
0.1,0.013,2,0.12623422666666667,0.0006913033131481482,0.08425376116986558,0.16163226263613037,0.006582429527337397
0.1,0.013,3,0.1200335475925926,0.0006897885057407407,0.08933033205609749,0.14537487635755808,0.005361886771529656
0.1,0.013,4,0.12929810055555557,0.0007038083220370371,0.10215751227213514,0.15513401378359887,0.0013046750553771247
0.1,0.013,5,0.11885587296296293,0.0007031835855555557,0.09213508574897544,0.13973528939831323,0.005841370778637195
0.1,0.02,1,0.12083063555555554,0.001120712451851852,0.09651520653789522,0.14553469927384277,-0.0003886347006269164
0.1,0.02,2,0.1188855451851852,0.001090728100925926,0.0906247090701029,0.14693593684669215,0.00021044445357534802
0.1,0.02,3,0.12060491166666666,0.0011053679722222225,0.0940254186631864,0.14522507115521513,0.001959333514931799
0.1,0.02,4,0.11735486166666664,0.001102567022222222,0.08712659395708627,0.1439847464969356,0.0035983828793114125
0.1,0.02,5,0.12199010981481483,0.0011060761296296298,0.09008995562494447,0.1588982845012432,-0.005008020496557991
0.1,0.03,1,0.12005453481481482,0.0017340439555555555,0.09852653544720699,0.14011743117201514,0.0014651030104075036
0.1,0.03,2,0.10493973842592595,0.0017239561240740742,0.09418421334778584,0.11606880285628966,-0.00037353935222360357
0.1,0.03,3,0.10420179251851851,0.0017271329351851853,0.08806352699063266,0.12120784102255847,-0.0008677829761541134
0.1,0.03,4,0.1062874706111111,0.0017677543500000002,0.08782357087242133,0.12394135775736459,0.0008100125924362794
0.1,0.03,5,0.10651707474074075,0.0017430565111111113,0.09362342044612844,0.11545675053361473,0.003953978501738328
0.25,0.0015,1,0.24745173537037043,0.00012229485333333333,0.1651495665067063,0.2846934893785563,0.04506041485547824
0.25,0.0015,2,0.2489632037037037,0.00012331396703703704,0.17499920870150343,0.28594480531457156,0.03698239339133241
0.25,0.0015,3,0.23016879481481484,0.00012269356462962964,0.16370524204565035,0.26529749187951596,0.03133485570446337
0.25,0.001,1,0.2520635501851852,9.509529903703703e-05,0.17147433789540933,0.2908572518793058,0.04179551059565534
0.25,0.001,2,0.26001438870370375,9.053755450000001e-05,0.1826255529160487,0.29616868070769437,0.041234543783664424
0.25,0.001,3,0.23512257203703704,8.795435731481481e-05,0.15914873664977555,0.2762600295695041,0.03483637785479449
0.25,0.003,1,0.23847930722222224,0.00022438141962962966,0.16343475725916917,0.2796549177129563,0.033868939472319004
0.25,0.003,2,0.24074713925925925,0.00022003588925925926,0.16264199256664072,0.2849008260252643,0.03395145992661347
0.25,0.003,3,0.22424244611111113,0.0002223220953703704,0.14805908579987478,0.2733029923069546,0.027122814115392913
0.25,0.005,1,0.22604313240740737,0.0003432549853703704,0.14692776040271574,0.2780319104090499,0.02712659400304912
0.25,0.005,2,0.22782579129629624,0.00033652522425925923,0.16287844606893506,0.2639917902097736,0.02878134631388385
0.25,0.005,3,0.21075259907407407,0.0003371521957407407,0.14772804148442167,0.25096054477773977,0.022816611885986715
0.25,0.008,1,0.2148761590740741,0.000499525124074074,0.14599050115083237,0.26163344591125204,0.022128371086063803
0.25,0.008,2,0.20028283518518522,0.0004994656916666667,0.13680149201525876,0.2419841814108258,0.021779996944285868
0.25,0.008,3,0.1950769264814815,0.0005111884890740741,0.13272234795359522,0.23960703635386613,0.017824468655501663
0.25,0.013,1,0.19891320333333334,0.0007560256025925924,0.13518458085058246,0.24716313671823995,0.01547868909784425
0.25,0.013,2,0.20236669759259257,0.0007433119116666665,0.13682672078190689,0.25373551549318857,0.014171158910089687
0.25,0.013,3,0.18558727574074074,0.0007315180585185187,0.1318179399219525,0.22867944580909488,0.010677165750434092
0.25,0.02,1,0.1806832001851852,0.0010843607925925926,0.12317661142641792,0.22671362437804454,0.011476164565907915
0.25,0.02,2,0.17303209851851853,0.0010582646437037036,0.1305247595452169,0.20737418279401848,0.008165254697801688
0.25,0.02,3,0.17777821685185186,0.001071790890740741,0.1413707272160088,0.20956677500141813,0.004618931486276789
0.25,0.03,1,0.15684903185185187,0.0015768047500000003,0.11017950577640875,0.19260022606166877,0.010918331865626213
0.25,0.03,2,0.1625384987037037,0.0015415554296296296,0.12194652499704924,0.19267093944274408,0.010459532967614121
0.25,0.03,3,0.15839335611111113,0.0015587366351851853,0.11735599342204969,0.19292233679279808,0.006508382007374497
0.2,0.0005,1,0.15081554925925927,5.491111003703703e-05,0.2528184625704079,0.30186946992379193,-0.2530568339756813
0.2,0.0005,2,0.1405873474259259,5.6501891611111114e-05,0.20259630669794046,0.3306480104062087,-0.25206962225229734
0.2,0.0005,3,0.15471220962962964,5.03802338888889e-05,0.37055619081373603,0.30530643800096696,-0.3664382095554437
0.2,0.0015,1,0.21779210944444444,0.0001151324038148148,0.15459020182399213,0.25100742460584236,0.029986592459054384
0.2,0.0015,2,0.22185746629629632,0.00012534160833333334,0.1523020358375027,0.26167318869840195,0.02973970805668802
0.2,0.0015,3,0.24213926925925922,0.00011568011666666666,0.17157475202216105,0.2839977805248604,0.028706005971496973
0.2,0.001,1,0.22362877574074083,7.913080588888889e-05,0.1549814791415272,0.2612716061843578,0.031004466155596655
0.2,0.001,2,0.223570685,8.53355737222222e-05,0.1540685875977807,0.25791058445969534,0.035162197942523954
0.2,0.001,3,0.24239936944444446,8.841740653703704e-05,0.16936519451384235,0.2809128335697655,0.034520710805281074
0.2,0.003,1,0.20475068907407404,0.0001972728111111111,0.14702433286102995,0.23995325371566203,0.022523791571456092
0.2,0.003,2,0.20395061018518515,0.0002122568672222222,0.14512119939079432,0.24352595812329678,0.019254062856279203
0.2,0.003,3,0.22923107351851849,0.00020360627740740743,0.157534346493245,0.2710794149100702,0.029848385633721775
0.2,0.005,1,0.19303102500000002,0.00030643964370370366,0.14080489414865785,0.2280421510486767,0.017215004802665496
0.2,0.005,2,0.1889034144444445,0.0003228152883333334,0.1331553848469927,0.22527336377136162,0.01937808027053467
0.2,0.005,3,0.20483055629629626,0.00032580210629629635,0.14307729281534867,0.24152488314669682,0.025058936630547063
0.2,0.008,1,0.19129580296296297,0.00046069169407407415,0.13577135948144345,0.2350192300110653,0.011801016433417189
0.2,0.008,2,0.17982342796296294,0.0004593356883333333,0.12805308831280993,0.22011480605735773,0.011478961555758227
0.2,0.008,3,0.18717564740740744,0.00047530301629629623,0.1374769710962828,0.2173644021863149,0.0195099215322172
0.2,0.013,1,0.17815184277777776,0.0007005784270370372,0.12629849309396196,0.21780968156500738,0.012195510896586187
0.2,0.013,2,0.1694291022222222,0.000742188142222222,0.12362179109940856,0.21041770122900355,0.004818712116032298
0.2,0.013,3,0.17577164074074073,0.0007314350999999999,0.12372983359182015,0.21657342674891816,0.011240021140743128
0.2,0.02,1,0.15327824499999998,0.0010384278914814815,0.11510302908661181,0.1888936438808399,0.0025598170325482617
0.2,0.02,2,0.14590255666666668,0.0010826083740740741,0.10627263900682,0.18541608244923752,0.00011639187727585654
0.2,0.02,3,0.1651969735185185,0.001052361441296296,0.1291992557962539,0.20013127497451277,0.0010634162662703228
0.2,0.03,1,0.13617451759259258,0.0015498954499999999,0.10214943244678787,0.1604732248871565,0.00972637785124078
0.2,0.03,2,0.1385330690740741,0.0015400852925925926,0.1039604347294572,0.17470716554195245,-0.0016014621232614823
0.2,0.03,3,0.15330221814814818,0.0015482698851851853,0.12904096874312704,0.1742693971903778,0.003294070362791529
0.3,0.0005,1,0.1588771196296296,5.307311653703705e-05,0.4388705628053466,0.32927233550091634,-0.4503886590470037
0.3,0.0005,2,0.14145108222222222,5.6145026296296295e-05,0.26492091108631316,0.2779020340031246,-0.2599207806449933
0.3,0.0005,3,0.13620356870370368,5.4220332888888885e-05,0.25778778238505806,0.33081667464666015,-0.31619731962431086
0.3,0.0015,1,0.2692619411111112,0.00013016406685185185,0.1855519142262898,0.3050298066830156,0.04794216131291695
0.3,0.0015,2,0.2597346264814815,0.000130133485,0.17667235070261308,0.2931997724563391,0.049597129804010764
0.3,0.0015,3,0.2509919761111111,0.00013292872296296295,0.17084160835514633,0.2967589209623026,0.03438342290477331
0.3,0.001,1,0.27748840925925927,9.499454424074075e-05,0.19802280083179244,0.3051857705313517,0.05176824715537437
0.3,0.001,2,0.2579051618518518,9.696005105555556e-05,0.1801409434792272,0.28544742942494267,0.05022195079953373
0.3,0.001,3,0.24852156425925925,9.943460112962963e-05,0.16034670415153315,0.29201632625763413,0.044680098109351196
0.3,0.003,1,0.25008797555555556,0.0002449404272222222,0.18114726929663108,0.28228613254958856,0.03674254926489151
0.3,0.003,2,0.24331193185185185,0.00024011722611111112,0.1687172263127674,0.2796131751266168,0.038293462264319456
0.3,0.003,3,0.24019999351851848,0.00023471357351851854,0.15614059252268017,0.28849453323484553,0.035764861279511284
0.3,0.005,1,0.24136237722222223,0.0003474289638888889,0.1745190637922452,0.27493241329955354,0.033273277352645736
0.3,0.005,2,0.24751471685185192,0.0003479359668518519,0.16191480480701287,0.29702218217642795,0.036092446720263016
0.3,0.005,3,0.2299236424074074,0.0003520466740740741,0.16049721562458058,0.26992383649170965,0.029426232698524568
0.3,0.008,1,0.22748133703703705,0.0005266305022222222,0.1660630370991602,0.2630171914593878,0.025882445515526098
0.3,0.008,2,0.22258184277777782,0.0005329650385185186,0.14692496933974447,0.26621209975000926,0.032026616465801905
0.3,0.008,3,0.20918503648148143,0.000519340223148148,0.140923904433139,0.25697675508751505,0.020469413442308793
0.3,0.013,1,0.20964129314814814,0.0007967890090740742,0.13915752257747158,0.2610174468454215,0.019107616873403233
0.3,0.013,2,0.19950387,0.000779910621851852,0.13887920157803893,0.23726926620916258,0.02285927221279846
0.3,0.013,3,0.20211594277777778,0.0007806621503703703,0.14117842343509304,0.24261725739685672,0.020436204723605828
0.3,0.02,1,0.19497353777777773,0.0011235675037037035,0.14054627889023774,0.2383479905011169,0.011052806164200818
0.3,0.02,2,0.1798611738888889,0.0011458611462962962,0.12846823752022257,0.21383750522129713,0.01741660503625808
0.3,0.02,3,0.17270287481481486,0.0011373265111111113,0.11815074231613583,0.2137539151478546,0.0135010921656393
0.3,0.03,1,0.17710585370370371,0.0016361574166666665,0.13654323193363777,0.2152706973023999,0.002397778171369769
0.3,0.03,2,0.1665477262962963,0.0016392671666666666,0.12511694066033735,0.20024740563775492,0.007731106294500328
0.3,0.03,3,0.14870374648148146,0.0016367130648148151,0.10766589173704792,0.17942885774544898,0.010312743480466013
0.5,0.0005,1,0.15755181759259257,5.275188122222221e-05,0.0880511804278244,0.2791712753091076,-0.05211882055174688
0.5,0.0005,2,0.14755262814814815,5.200880757407408e-05,0.3203643055328485,0.2977136068988315,-0.3229726561353837
0.5,0.0005,3,0.14147483666666666,4.8832424592592594e-05,0.295846784450997,0.26952879294210647,-0.28242590405977014
0.5,0.0015,1,0.27685283703703706,0.0001757699175925926,0.18728721963999992,0.3005279648746827,0.06589048955939147
0.5,0.0015,2,0.25714321074074076,0.00017357519814814818,0.1579318797625402,0.27635923188003464,0.07999530983890668
0.5,0.0015,3,0.2641380964814815,0.00017846474888888892,0.17698691827555876,0.27982947710076844,0.07145979758663579
0.5,0.001,1,0.2729521822222222,0.0001323321064814815,0.18447837820532564,0.2945792049167174,0.0668467813224013
0.5,0.001,2,0.25837077333333336,0.0001300214498148148,0.16760281096707866,0.2680925200475338,0.08104621565205428
0.5,0.001,3,0.26516845333333333,0.0001313351118518519,0.19010344535786178,0.270053522089871,0.0701799392189339
0.5,0.003,1,0.2643566366666667,0.0003025773477777778,0.18110567651352452,0.28874208204072505,0.05886551477908386
0.5,0.003,2,0.24974893222222216,0.00030587106925925923,0.15608842994372515,0.27165113060456597,0.07175830389615317
0.5,0.003,3,0.26676262888888885,0.00030094230018518515,0.17709127067070213,0.29166740697365917,0.06476658013341641
0.5,0.005,1,0.2569584255555556,0.0004650482172222223,0.16405553772977663,0.2926742707698295,0.057187042611505035
0.5,0.005,2,0.24327945722222225,0.00045493545944444447,0.15346044096767414,0.2674586388400287,0.06563983463674167
0.5,0.005,3,0.24922069666666669,0.00046305705648148145,0.1589439961827069,0.2762958848463128,0.06320151230431365
0.5,0.008,1,0.25463673666666664,0.0006858663255555556,0.16214275418703253,0.2865750930971017,0.06055562604919906
0.5,0.008,2,0.23847324166666667,0.0006647039322222222,0.14211083089371224,0.27770431840810506,0.057131334031516046
0.5,0.008,3,0.23823497888888892,0.0006619114648148148,0.16079480032957932,0.2698701507441265,0.045805006704072004
0.5,0.013,1,0.24126698018518522,0.0009982979518518519,0.16484693919164806,0.27454611865426526,0.043140902524457125
0.5,0.013,2,0.21072777000000006,0.0009770175477777777,0.13719042689876376,0.24157992322443528,0.04268518987680109
0.5,0.013,3,0.22654705814814816,0.0009951849140740741,0.1495628563448676,0.2607601131728512,0.04277114677857752
0.5,0.02,1,0.22151998499999997,0.0013963187722222223,0.14282511479673624,0.26572678919107984,0.034488066012183904
0.5,0.02,2,0.19395706814814814,0.00138628685,0.11536957473291136,0.2293391808767323,0.04320538068665261
0.5,0.02,3,0.21559496870370368,0.001366289275925926,0.15229028717296955,0.24500960758331755,0.03389004265112025
0.5,0.03,1,0.21455161407407408,0.0018972496037037037,0.14454797096980565,0.2463372767849216,0.03821798039342092
0.5,0.03,2,0.18425201629629628,0.0018970145425925922,0.12970819569358924,0.21535212695843153,0.023443709940571794
0.5,0.03,3,0.19362464092592588,0.0018968898055555558,0.15144227783384073,0.21231250023606946,0.023494503781941567
1.0,0.0005,1,0.14594010777777777,5.18462826851852e-05,0.19403558481589878,0.33025977817741337,-0.2324151474377566
1.0,0.0005,2,0.14666477944444445,5.0564441944444445e-05,0.22430215012196936,0.27650362172475806,-0.20747621295783852
1.0,0.0005,3,0.1579169875925926,5.221643061111111e-05,0.32023865978777377,0.31242145840569635,-0.31682614300828493
1.0,0.0015,1,0.2645290303703704,0.0002577660101851852,0.18256375099128425,0.23327159620181298,0.11322271354764357
1.0,0.0015,2,0.27237838722222224,0.0002710972435185185,0.18937103016456533,0.25748331456439644,0.09790242971548269
1.0,0.0015,3,0.251657847962963,0.000266103582962963,0.17473456998943787,0.22456553449579514,0.10401559144069294
1.0,0.001,1,0.2722497292592592,0.0002141776988888889,0.19179242087369908,0.24151021587847438,0.11119682176634499
1.0,0.001,2,0.278829635,0.0002194280385185185,0.20036632762482753,0.24941334074992988,0.10787960162524263
1.0,0.001,3,0.26021360648148156,0.00020753427185185184,0.19066123203141855,0.22864348443531113,0.10112249649623345
1.0,0.003,1,0.2598036731481482,0.00043377024129629614,0.1815089290233725,0.22610028649277153,0.1119981307801523
1.0,0.003,2,0.26113587629629625,0.0004255715901851853,0.17676837334251422,0.25318836884112755,0.09231501040895074
1.0,0.003,3,0.27276082574074073,0.0004112434240740741,0.19607915868972264,0.24977974959750168,0.09966274319425714
1.0,0.005,1,0.24354594000000007,0.0006237025327777778,0.16587224888565116,0.2395047251071908,0.08171490600715817
1.0,0.005,2,0.2531425133333333,0.0006225924594444444,0.17593372562926163,0.23327989848131114,0.09707140255609387
1.0,0.005,3,0.2525804038888889,0.0006258009522222223,0.17270518650241726,0.23528412249743744,0.09717149877792311
1.0,0.008,1,0.24861241481481477,0.0009095749027777779,0.16727550204367242,0.24826064652649626,0.08168868105946087
1.0,0.008,2,0.24992736592592596,0.0008949597987037036,0.17325312526036277,0.24925882240142255,0.07734278419006663
1.0,0.008,3,0.24454627333333334,0.0009015873677777777,0.16903653261137527,0.230647236614203,0.08940877744108838
1.0,0.013,1,0.23116744851851848,0.0013016887555555555,0.15830041016299223,0.2314187935112429,0.07261569336280183
1.0,0.013,2,0.24378658870370368,0.0012947128981481485,0.1735806662720148,0.2427607464882307,0.07123176464716185
1.0,0.013,3,0.25266673166666664,0.0013217894499999996,0.17755045799251207,0.25249432710111325,0.07528867823970797
